56d4cbe7-3865-4a6e-9401-572c48f74069,0e57e1f1-9ab2-4902-8308-a8f96c212e62,Lampang,ลำปาง,40
40a1c488-dfc4-4f14-a576-f5592ccd2791,0e57e1f1-9ab2-4902-8308-a8f96c212e62,Uttaradit,อุตรดิตถ์,41
9814f7eb-e727-4c75-a555-a8942a3c62f4,0e57e1f1-9ab2-4902-8308-a8f96c212e62,Phrae,แพร่,42
0cf5bc2d-831d-4ac2-8f6c-a4208907b1c5,0e57e1f1-9ab2-4902-8308-a8f96c212e62,Nan,น่าน,43
c3b57963-c53d-46d1-8163-6d671f698781,0e57e1f1-9ab2-4902-8308-a8f96c212e62,Phayao,พะเยา,44
4e006334-a09f-40b1-961d-d9be7deb64d6,0e57e1f1-9ab2-4902-8308-a8f96c212e62,Chiang Rai,เชียงราย,45
dc541a7e-e7d6-415f-8f2c-db8fa98f068e,0e57e1f1-9ab2-4902-8308-a8f96c212e62,Mae Hong Son,แม่ฮ่องสอน,46
feb3de78-2a6c-496a-8951-d9baeb5acf7d,522a530d-28ff-45b9-b80c-142b449c6721,Nakhon Sawan,นครสวรรค์,47
ededf8da-a678-43e1-b26d-5df035966d75,522a530d-28ff-45b9-b80c-142b449c6721,Uthai Thani,อุทัยธานี,48
62e40d81-3e29-4704-b3d4-14f7f69fa3de,522a530d-28ff-45b9-b80c-142b449c6721,Kamphaeng Phet,กำแพงเพชร,49
7257f080-0128-4670-8866-3933ea2b59f0,4f815ac1-be3c-44ad-9acd-ead38ff9888c,Tak,ตาก,50
36a540e1-e5c0-4178-b5c1-b8dc45093f43,522a530d-28ff-45b9-b80c-142b449c6721,Sukhothai,สุโขทัย,51
b6f0e465-958c-4138-8323-c7eee319f95f,522a530d-28ff-45b9-b80c-142b449c6721,Phitsanulok,พิษณุโลก,52
24cb4d55-eb15-4424-a98b-d67c0f538b7c,522a530d-28ff-45b9-b80c-142b449c6721,Phichit,พิจิตร,53
92fdeccb-230f-487b-b7f5-81ed467b83a2,522a530d-28ff-45b9-b80c-142b449c6721,Phetchabun,เพชรบูรณ์,54
54449aac-06f2-415f-bea5-c175e707f09e,4f815ac1-be3c-44ad-9acd-ead38ff9888c,Ratchaburi,ราชบุรี,55
3193b920-18fa-4c2f-85f4-99513af08572,4f815ac1-be3c-44ad-9acd-ead38ff9888c,Kanchanaburi,กาญจนบุรี,56
83770a1c-10e0-473b-a42e-12473ee54bba,522a530d-28ff-45b9-b80c-142b449c6721,Suphan Buri,สุพรรณบุรี,57
3967764b-c799-4ed2-9319-8c359aa2260d,522a530d-28ff-45b9-b80c-142b449c6721,Nakhon Pathom,นครปฐม,58
67466542-04f9-46b6-9bb5-0eeeb815d803,522a530d-28ff-45b9-b80c-142b449c6721,Samut Sakhon,สมุทรสาคร,59
7c137ebf-e54d-4500-a881-47438c20443d,522a530d-28ff-45b9-b80c-142b449c6721,Samut Songkhram,สมุทรสงคราม,60
7abb9cfd-7b48-4d11-af9d-94efcf5343cb,4f815ac1-be3c-44ad-9acd-ead38ff9888c,Phetchaburi,เพชรบุรี,61
