0e57e1f1-9ab2-4902-8308-a8f96c212e62,ภาคเหนือ,Northern,1
522a530d-28ff-45b9-b80c-142b449c6721,ภาคกลาง,Central,2
652dbe28-1eb2-4906-a934-7555b6d1ab93,ภาคตะวันออกเฉียงเหนือ,Northeastern,3
4f815ac1-be3c-44ad-9acd-ead38ff9888c,ภาคตะวันตก,Western,4
f874dcff-a897-4dca-8973-6f99f86921f0,ภาคตะวันออก,Eastern,5
668d979f-c85c-48d7-ac66-7be4e6828a0f,ภาคใต้,Southern,6
